TYPE	Proliferation	Invasion	Metastasis	Migration	DNA_Repair	Apoptosis	Nodes	Node1	Node2	mutant1	mutant2	gene1	gene2
DOUBLE	0.173784155	0.585270335	2.2100626	0.556184944999999	-0.0022	-0.0334324599999999	fused_event_oe__LDHA_oe	fused_event_oe	LDHA_oe	OE	OE	fused_event	LDHA
DOUBLE	0.184710233	0.485835553	2.3674288	0.727698883	-0.0036	-0.14569914	fused_event_oe__MAP3K1_3_ko	fused_event_oe	MAP3K1_3_ko	OE	KO	fused_event	MAP3K1_3
DOUBLE	0.10357328	-0.1541093	2.1869096	0.558471	-0.000600000000000003	-1.0046	fused_event_oe__MAP3K1_3_oe	fused_event_oe	MAP3K1_3_oe	OE	OE	fused_event	MAP3K1_3
DOUBLE	0.667081239	-0.382210918	2.1436477	0.152598361999999	-0.0054	-0.69190768	fused_event_oe__MDM2_ko	fused_event_oe	MDM2_ko	OE	KO	fused_event	MDM2
DOUBLE	-1.14215522	1.16026226	1.3732938	1.40046523	0.0014	0.4122564	fused_event_oe__MDM2_oe	fused_event_oe	MDM2_oe	OE	OE	fused_event	MDM2
DOUBLE	-0.0285378730000003	0.648725667	2.1166358	0.488237567	0.0102	0.1095112	fused_event_oe__MED12_ko	fused_event_oe	MED12_ko	OE	KO	fused_event	MED12
DOUBLE	0.13802636	0.229607	2.3685245	0.74152035	0.004	-0.37446935	fused_event_oe__MED12_oe	fused_event_oe	MED12_oe	OE	OE	fused_event	MED12
DOUBLE	0.18140652	0.71279608	2.256657	0.60589818	-0.0044	0.1109112	fused_event_oe__MEK1_2_ko	fused_event_oe	MEK1_2_ko	OE	KO	fused_event	MEK1_2
DOUBLE	0.143508379999999	0.48500305	2.1735526	0.518119199999999	0.00213	-0.0172939999999999	fused_event_oe__MEK1_2_oe	fused_event_oe	MEK1_2_oe	OE	OE	fused_event	MEK1_2
DOUBLE	0.0867774437	0.4412945737	2.3261063	0.6728208237	-0.0032	-0.16677015	fused_event_oe__mTORC1_ko	fused_event_oe	mTORC1_ko	OE	KO	fused_event	mTORC1
DOUBLE	0.343669269999999	0.6411826	2.3685666	0.71787127	-0.0032	-0.0216187499999999	fused_event_oe__mTORC1_oe	fused_event_oe	mTORC1_oe	OE	OE	fused_event	mTORC1
DOUBLE	0.0548707039999998	0.383492704	2.1734261	0.529340604	0	-0.1971812	fused_event_oe__mTORC2_ko	fused_event_oe	mTORC2_ko	OE	KO	fused_event	mTORC2
DOUBLE	0.14397408	0.62538513	2.429905	0.79939616	-0.0012	-0.1100551	fused_event_oe__mTORC2_oe	fused_event_oe	mTORC2_oe	OE	OE	fused_event	mTORC2
DOUBLE	2.4795294	-0.14199282	2.0063046	0.353790699999999	0.000999999999999994	-0.0751520999999998	fused_event_oe__MXI1_ko	fused_event_oe	MXI1_ko	OE	KO	fused_event	MXI1
DOUBLE	-4.014	2.16768727	2.9981514	1.37997543	0.03	-0.0250529599999999	fused_event_oe__MXI1_oe	fused_event_oe	MXI1_oe	OE	OE	fused_event	MXI1
DOUBLE	-0.2285220237	0.4214491463	2.1664303	0.577353546299999	0.022	-0.1373521	fused_event_oe__MYC_ko	fused_event_oe	MYC_ko	OE	KO	fused_event	MYC
DOUBLE	-0.125287201	0.314023869	2.1440838	0.487787319	0.0306	-0.0504820499999998	fused_event_oe__MYC_MAX_ko	fused_event_oe	MYC_MAX_ko	OE	KO	fused_event	MYC_MAX
DOUBLE	3.40430227	-0.7108193973	2.428829569	0.788365294699999	-0.0296	-0.961505982	fused_event_oe__MYC_MAX_oe	fused_event_oe	MYC_MAX_oe	OE	OE	fused_event	MYC_MAX
DOUBLE	0.28645884	0.408523	2.3398702	0.6223076	-0.004	-0.1750871	fused_event_oe__MYC_oe	fused_event_oe	MYC_oe	OE	OE	fused_event	MYC
DOUBLE	-0.0385449700000002	0.45858568	2.2148743	0.58409728	0.0028	-0.0751229999999998	fused_event_oe__NCOA3_ko	fused_event_oe	NCOA3_ko	OE	KO	fused_event	NCOA3
DOUBLE	0.229034854	0.917960964000001	2.4896637	0.831888564	-0.0128	0.0760786000000002	fused_event_oe__NCOA3_oe	fused_event_oe	NCOA3_oe	OE	OE	fused_event	NCOA3
DOUBLE	0.349789592	0.378940632	2.4473145	0.709654572	0.000199999999999999	-0.3347333	fused_event_oe__NCOR1_ko	fused_event_oe	NCOR1_ko	OE	KO	fused_event	NCOR1
DOUBLE	-1.04074503	0.13736537	0.3071223	-0.0222267300000003	0.0072	0.3301863	fused_event_oe__NCOR1_oe	fused_event_oe	NCOR1_oe	OE	OE	fused_event	NCOR1
DOUBLE	0.198550313999999	0.259844084	2.1893343	0.483216214	0.0098	-0.24946323	fused_event_oe__NCOR2_ko	fused_event_oe	NCOR2_ko	OE	KO	fused_event	NCOR2
DOUBLE	-1.0406581	0.3227652	0.4736329	0.1219587	0.0072	0.3997625	fused_event_oe__NCOR2_oe	fused_event_oe	NCOR2_oe	OE	OE	fused_event	NCOR2
DOUBLE	0.0132443200000001	0.4312253	1.9075779	0.2793383	0.006	0.0858701000000002	fused_event_oe__NF_kB_ko	fused_event_oe	NF_kB_ko	OE	KO	fused_event	NF_kB
DOUBLE	0.101522214	1.156783214	2.7756749	1.134202034	-0.0112	0.1363521	fused_event_oe__NF_kB_oe	fused_event_oe	NF_kB_oe	OE	OE	fused_event	NF_kB
DOUBLE	0.0830822739999997	0.622625194	2.2092869	0.567819593999999	-0.0018	-0.00874699999999984	fused_event_oe__NF1_ko	fused_event_oe	NF1_ko	OE	KO	fused_event	NF1
DOUBLE	0.231687654	0.541303024	2.1753877	0.501546623999999	-0.000200000000000006	-0.000199999999999978	fused_event_oe__NF1_oe	fused_event_oe	NF1_oe	OE	OE	fused_event	NF1
DOUBLE	0.249020534	0.590573194	2.2898422	0.664345734	-0.0066	-0.0331879999999999	fused_event_oe__NKX3_1_ko	fused_event_oe	NKX3_1_ko	OE	KO	fused_event	NKX3_1
DOUBLE	0.21773071	0.6258871	2.3408857	0.711645209999999	-0.000600000000000003	-0.00834699999999988	fused_event_oe__NKX3_1_oe	fused_event_oe	NKX3_1_oe	OE	OE	fused_event	NKX3_1
DOUBLE	0.194318755999999	0.612892056	2.2420857	0.571775506	0.0036	0.0863205000000002	fused_event_oe__p14ARF_ko	fused_event_oe	p14ARF_ko	OE	KO	fused_event	p14ARF
DOUBLE	0.51547803	-0.2023941143	2.2478508	0.2510666857	0.000199999999999999	-0.6153846	fused_event_oe__p14ARF_oe	fused_event_oe	p14ARF_oe	OE	OE	fused_event	p14ARF
DOUBLE	0.183856889999999	0.55280679	2.218604	0.577807289999999	-0.0066	-0.0174939999999999	fused_event_oe__p15_ko	fused_event_oe	p15_ko	OE	KO	fused_event	p15
DOUBLE	-0.1839543402	0.3203188698	2.0842492	0.4539017698	0.0252	-0.1017381	fused_event_oe__p15_oe	fused_event_oe	p15_oe	OE	OE	fused_event	p15
DOUBLE	0.206042384	0.442573624	2.2842313	0.617965104	0.0016	-0.15231914	fused_event_oe__p21_ko	fused_event_oe	p21_ko	OE	KO	fused_event	p21
DOUBLE	-4.014	1.69665271	2.1739657	0.52801287	0.028	-0.0055264599999999	fused_event_oe__p21_oe	fused_event_oe	p21_oe	OE	OE	fused_event	p21
DOUBLE	0.0828622000000001	0.66357875	2.3023541	0.67478735	0.000599999999999996	0.0507482000000001	fused_event_oe__p38_ko	fused_event_oe	p38_ko	OE	KO	fused_event	p38
DOUBLE	0.95091248	-1.32890341	0.3225844	-1.30079774	-0.016	-0.2713042	fused_event_oe__p38_oe	fused_event_oe	p38_oe	OE	OE	fused_event	p38
DOUBLE	-0.300452406	2.469976064	4.0329385	2.366776964	-0.007	0.2550104	fused_event_oe__p53_ko	fused_event_oe	p53_ko	OE	KO	fused_event	p53
DOUBLE	0.655094825	-3.113589295	-2.0096	-3.924005295	0.005857	0.1859804	fused_event_oe__p53_oe	fused_event_oe	p53_oe	OE	OE	fused_event	p53
DOUBLE	0.182525577	0.484833857000001	2.2159407	0.538655817	-0.0034	-0.0600290599999999	fused_event_oe__p70S6kab_ko	fused_event_oe	p70S6kab_ko	OE	KO	fused_event	p70S6kab
DOUBLE	0.10322377	0.34359835	2.1507949	0.50865885	0.004	-0.16687615	fused_event_oe__p70S6kab_oe	fused_event_oe	p70S6kab_oe	OE	OE	fused_event	p70S6kab
DOUBLE	0.185945835	-0.315820965	0.69411575	-1.032824995	0.0056	-0.21466157	fused_event_oe__p90RSK_ko	fused_event_oe	p90RSK_ko	OE	KO	fused_event	p90RSK
DOUBLE	0.11554385	0.64107424	2.252304	0.60124734	0.000199999999999999	0.0608291000000001	fused_event_oe__p90RSK_oe	fused_event_oe	p90RSK_oe	OE	OE	fused_event	p90RSK
DOUBLE	0.111493614	0.568880254	2.242454	0.602212593999999	0.0012	-0.00854699999999986	fused_event_oe__PDK1_ko	fused_event_oe	PDK1_ko	OE	KO	fused_event	PDK1
DOUBLE	0.19999508	0.53165848	2.210268	0.557017179999999	-0.0016	-0.0510820499999999	fused_event_oe__PDK1_oe	fused_event_oe	PDK1_oe	OE	OE	fused_event	PDK1
DOUBLE	0.0956176900000001	0.67087955	2.2553459	0.599650749999999	-0.0012	0.00974710000000001	fused_event_oe__PHDs_ko	fused_event_oe	PHDs_ko	OE	KO	fused_event	PHDs
DOUBLE	2.72864665	0.13148991	2.1613303	0.52424687	-0.0202	0.0256411000000001	fused_event_oe__PHDs_oe	fused_event_oe	PHDs_oe	OE	OE	fused_event	PHDs
DOUBLE	-1.22319013	0.250677442	-1.73253135	-3.695064958	0.0016	0.6520301	fused_event_oe__PI3K_ko	fused_event_oe	PI3K_ko	OE	KO	fused_event	PI3K
DOUBLE	0.21760832	0.69727131	2.3598505	0.69944681	-0.0046	0.0400986999999999	fused_event_oe__PI3K_oe	fused_event_oe	PI3K_oe	OE	OE	fused_event	PI3K
DOUBLE	-1.2040649	0.10053469	-1.7111853	-3.67664441	0.0044	0.5060735	fused_event_oe__PIP3_ko	fused_event_oe	PIP3_ko	OE	KO	fused_event	PIP3
DOUBLE	1.094050677	1.037775137	3.5110534	1.855170087	-0.0138	-0.1129111	fused_event_oe__PIP3_oe	fused_event_oe	PIP3_oe	OE	OE	fused_event	PIP3
DOUBLE	0.195678784999999	0.456924055	2.3102565	0.666492314999999	0.000399999999999998	-0.1782871	fused_event_oe__PKC_ko	fused_event_oe	PKC_ko	OE	KO	fused_event	PKC
DOUBLE	0.00724975999999966	0.12484938	1.6766476	-0.00192542000000007	0.0062	-0.2761042	fused_event_oe__PKC_oe	fused_event_oe	PKC_oe	OE	OE	fused_event	PKC
DOUBLE	0.19993572	-0.179023362000001	2.6285242	1.15967882	-0.0012	-0.987305982	fused_event_oe__PTCH1_ko	fused_event_oe	PTCH1_ko	OE	KO	fused_event	PTCH1
DOUBLE	-2.27535854	2.6191975	-2.0098	-4.0166	-0.019	2.726508	fused_event_oe__PTCH1_oe	fused_event_oe	PTCH1_oe	OE	OE	fused_event	PTCH1
DOUBLE	0.10537818	0.6077053	2.3700449	0.728146059999999	-0.0042	-0.0598290599999999	fused_event_oe__PTEN_ko	fused_event_oe	PTEN_ko	OE	KO	fused_event	PTEN
DOUBLE	-1.08666414	0.19923956	0.3770885	0.13202296	0.00319999999999999	0.3377334	fused_event_oe__PTEN_oe	fused_event_oe	PTEN_oe	OE	OE	fused_event	PTEN
DOUBLE	0.113801904	0.592121774	2.2221802	0.575907873999999	-0.000399999999999998	-0.000199999999999978	fused_event_oe__RAF_ko	fused_event_oe	RAF_ko	OE	KO	fused_event	RAF
DOUBLE	0.173944069999999	0.49006644	2.3231797	0.674315689999999	0.0044	-0.1713401	fused_event_oe__RAF_oe	fused_event_oe	RAF_oe	OE	OE	fused_event	RAF
DOUBLE	0.120867123	0.488079313	2.214098	0.581837182999999	0.0014	-0.0848699999999999	fused_event_oe__RAGS_ko	fused_event_oe	RAGS_ko	OE	KO	fused_event	RAGS
DOUBLE	0.20989699	0.594596979999999	2.3632173	0.74183403	0.0012	-0.0504820499999998	fused_event_oe__RAGS_oe	fused_event_oe	RAGS_oe	OE	OE	fused_event	RAGS
DOUBLE	0.14848478	0.50821871	2.3330974	0.679239559999999	0.000199999999999999	-0.1812871	fused_event_oe__RAS_ko	fused_event_oe	RAS_ko	OE	KO	fused_event	RAS
DOUBLE	0.13718261	0.64208086	2.3134882	0.66392243	0.0046	0.0508820000000001	fused_event_oe__RAS_oe	fused_event_oe	RAS_oe	OE	OE	fused_event	RAS
DOUBLE	0.20685225	0.51345095	2.2453772	0.64742171	-0.0018	-0.0343879999999999	fused_event_oe__RB1_ko	fused_event_oe	RB1_ko	OE	KO	fused_event	RB1
DOUBLE	-1.270313705	1.928405735	2.9933109	1.347140035	0.0176	0.0345180000000003	fused_event_oe__RB1_oe	fused_event_oe	RB1_oe	OE	OE	fused_event	RB1
DOUBLE	0.135618574	0.394532623999999	2.1339522	0.507266823999999	-0.0046	-0.1786871	fused_event_oe__Rheb_ko	fused_event_oe	Rheb_ko	OE	KO	fused_event	Rheb
DOUBLE	0.167332926999999	0.565880187	2.3603621	0.681289537	-0.0018	-0.0602290599999998	fused_event_oe__Rheb_oe	fused_event_oe	Rheb_oe	OE	OE	fused_event	Rheb
DOUBLE	0.164736939999999	0.6231838	2.1126757	0.461047499999999	-0.0052	0.0504820000000001	fused_event_oe__ROS_ko	fused_event_oe	ROS_ko	OE	KO	fused_event	ROS
DOUBLE	-0.0164954000000002	0.49947267	2.160371	0.52171514	-0.000199999999999999	-0.0922204699999999	fused_event_oe__ROS_oe	fused_event_oe	ROS_oe	OE	OE	fused_event	ROS
DOUBLE	0.0825604139999996	0.673839893999999	2.2002118	0.555081393999999	0.001	0.1391521	fused_event_oe__RTK_ko	fused_event_oe	RTK_ko	OE	KO	fused_event	RTK
DOUBLE	0.122345265	0.630164395	2.2860898	0.575554835	0.0016	0.00733660000000014	fused_event_oe__RTK_oe	fused_event_oe	RTK_oe	OE	OE	fused_event	RTK
DOUBLE	0.150548536	0.518430856	2.3067692	0.646435855999999	-0.0032	-0.1384491	fused_event_oe__RUNX2_ko	fused_event_oe	RUNX2_ko	OE	KO	fused_event	RUNX2
DOUBLE	0.212584595	0.559483865	2.1728242	0.534465655	-0.004942	-0.0333043399999999	fused_event_oe__RUNX2_oe	fused_event_oe	RUNX2_oe	OE	OE	fused_event	RUNX2
DOUBLE	0.09486141	0.15903099	2.2293799	0.760918739999999	0.0026	-0.37546835	fused_event_oe__SHH_ko	fused_event_oe	SHH_ko	OE	KO	fused_event	SHH
DOUBLE	0.125900036	-0.168492634	2.6486289	1.171854696	0.0138	-1.005	fused_event_oe__SHH_oe	fused_event_oe	SHH_oe	OE	OE	fused_event	SHH
DOUBLE	0.17800353	0.45498393	2.1678703	0.51945513	-0.0032	-0.1201726	fused_event_oe__Slug_ko	fused_event_oe	Slug_ko	OE	KO	fused_event	Slug
DOUBLE	0.14213643	0.57106715	2.3775165	0.763143589999999	0.0026	-0.0771229999999998	fused_event_oe__Slug_oe	fused_event_oe	Slug_oe	OE	OE	fused_event	Slug
DOUBLE	0.27718788	0.00753047999999978	2.1115641	0.41034314	-0.0038	-0.3286803	fused_event_oe__SMAD_ko	fused_event_oe	SMAD_ko	OE	KO	fused_event	SMAD
DOUBLE	-0.3651715804	0.8968764196	2.3569332	0.8691581196	0.0316	0.1001642	fused_event_oe__SMAD_oe	fused_event_oe	SMAD_oe	OE	OE	fused_event	SMAD
DOUBLE	0.165611466	-0.147271394	2.2736625	0.749970726	0.0056	-0.75573675	fused_event_oe__SMO_ko	fused_event_oe	SMO_ko	OE	KO	fused_event	SMO
DOUBLE	-0.532835165	4.179289805	0.7185454	-1.122856695	-0.0074	4.757843	fused_event_oe__SMO_oe	fused_event_oe	SMO_oe	OE	OE	fused_event	SMO
DOUBLE	0.19110015	-0.56020007	0.05327868	-1.725618	0.0026	-0.31358637	fused_event_oe__Snail_ko	fused_event_oe	Snail_ko	OE	KO	fused_event	Snail
DOUBLE	0.00836436799999962	2.442126114	4.5591775	2.895562944	-0.0032	0.1689402	fused_event_oe__Snail_oe	fused_event_oe	Snail_oe	OE	OE	fused_event	Snail
DOUBLE	-0.6047259	1.33323225	1.5843798	0.332676149999999	0.0374	0.971012	fused_event_oe__SPOP_ko	fused_event_oe	SPOP_ko	OE	KO	fused_event	SPOP
DOUBLE	0.8675119098	-0.0659127802000006	3.027399	1.0301394438	-0.041	-0.970611964	fused_event_oe__SPOP_oe	fused_event_oe	SPOP_oe	OE	OE	fused_event	SPOP
DOUBLE	0.0757968399999998	0.605352480000001	2.2305724	0.575589979999999	-0.0122	0.000400000000000178	fused_event_oe__TAK1_ko	fused_event_oe	TAK1_ko	OE	KO	fused_event	TAK1
DOUBLE	0.16135855	0.52885275	2.2257543	0.58479011	0.0072	-0.0248409599999999	fused_event_oe__TAK1_oe	fused_event_oe	TAK1_oe	OE	OE	fused_event	TAK1
DOUBLE	0.0968118000000002	0.463131	2.241538	0.59837065	0.014	-0.0910679999999998	fused_event_oe__TCF_ko	fused_event_oe	TCF_ko	OE	KO	fused_event	TCF
DOUBLE	0.23729101	0.60585066	2.3761935	0.72828762	-0.0106	-0.12620506	fused_event_oe__TCF_oe	fused_event_oe	TCF_oe	OE	OE	fused_event	TCF
DOUBLE	0.127943989999999	0.39599073	2.253593	0.60116528	0.000199999999999999	-0.1969812	fused_event_oe__TERT_ko	fused_event_oe	TERT_ko	OE	KO	fused_event	TERT
DOUBLE	0.0206419429999993	0.486733543	2.2014284	0.530609582999999	0.0022	-0.0979572999999999	fused_event_oe__TERT_oe	fused_event_oe	TERT_oe	OE	OE	fused_event	TERT
DOUBLE	0.158778059999999	0.31176528	2.4120237	0.82654438	-0.00140000000000001	-0.37526835	fused_event_oe__TGFBR_ko	fused_event_oe	TGFBR_ko	OE	KO	fused_event	TGFBR
DOUBLE	-0.280377795	0.914254695	2.0438648	0.450475355	0.0312	0.3404803	fused_event_oe__TGFBR_oe	fused_event_oe	TGFBR_oe	OE	OE	fused_event	TGFBR
DOUBLE	0.25533204	0.53214243	2.1858499	0.54292469	-0.0044	0.0429351000000002	fused_event_oe__TSC1_2_ko	fused_event_oe	TSC1_2_ko	OE	KO	fused_event	TSC1_2
DOUBLE	-0.0662309564000005	0.5862052436	2.184311	0.472937443599999	0.0058	0.0954171000000001	fused_event_oe__TSC1_2_oe	fused_event_oe	TSC1_2_oe	OE	OE	fused_event	TSC1_2
DOUBLE	-0.9902269	-0.7870541	-2.0098	-4.0166	0.0026	-0.4026564	fused_event_oe__TWIST1_ko	fused_event_oe	TWIST1_ko	OE	KO	fused_event	TWIST1
DOUBLE	0.200308494	0.776380424	2.4860403	0.860748844	0	0.1442992	fused_event_oe__TWIST1_oe	fused_event_oe	TWIST1_oe	OE	OE	fused_event	TWIST1
DOUBLE	0.21213431	0.68074346	2.3523121	0.700677259999999	-0.001	0.0934171000000001	fused_event_oe__VEGF_ko	fused_event_oe	VEGF_ko	OE	KO	fused_event	VEGF
DOUBLE	0.27594987	0.60012371	2.3192741	0.683285909999999	0.0014	-0.0343879999999999	fused_event_oe__VEGF_oe	fused_event_oe	VEGF_oe	OE	OE	fused_event	VEGF
DOUBLE	-2.508727687	0.828028473	2.234203873	0.603739772999999	0.024	-0.1355521	fused_event_oe__VHL_ko	fused_event_oe	VHL_ko	OE	KO	fused_event	VHL
DOUBLE	2.86353463	0.154138919999999	2.335764	0.72633781	-0.023	-0.0934170999999998	fused_event_oe__VHL_oe	fused_event_oe	VHL_oe	OE	OE	fused_event	VHL
DOUBLE	0.245892806	0.459329876	2.475548	0.802308986	-0.0054	-0.2735042	fused_event_oe__WNT_ko	fused_event_oe	WNT_ko	OE	KO	fused_event	WNT
DOUBLE	-0.585556052	3.864931414	0.7861713	-1.086714886	-0.009	4.3157984	fused_event_oe__WNT_oe	fused_event_oe	WNT_oe	OE	OE	fused_event	WNT
DOUBLE	0.30977022	-0.96711833	1.0251839	-0.627333500000001	0.000599999999999996	0.0433351000000002	fused_event_oe__YWHAZ_ko	fused_event_oe	YWHAZ_ko	OE	KO	fused_event	YWHAZ
DOUBLE	-0.05679926	1.35001367	2.5802044	1.02075187	-0.0016	0.0731231000000001	fused_event_oe__YWHAZ_oe	fused_event_oe	YWHAZ_oe	OE	OE	fused_event	YWHAZ
DOUBLE	0.134122963999999	0.530669114	2.302177	0.709679624	-0.0014	-0.1370325	fused_event_oe__ZBTB17_ko	fused_event_oe	ZBTB17_ko	OE	KO	fused_event	ZBTB17
DOUBLE	-0.197673334	0.463738546	2.0772778	0.447827146	0.0334	0.1298943	fused_event_oe__ZBTB17_oe	fused_event_oe	ZBTB17_oe	OE	OE	fused_event	ZBTB17
SINGLE	-0.0563018	0.0951939400000006	0.0759486000000003	0.138258	-0.0016	-0.0596290599999999	GADD45_ko	GADD45_ko	NA	KO	NA	GADD45	NA
DOUBLE	0.15548404	-0.622846892	0.3164064	0.5976969	-0.0018	-0.979158972	GADD45_ko__GLI_ko	GADD45_ko	GLI_ko	KO	KO	GADD45	GLI
DOUBLE	-1.7949254	8.8557495	-1.45322868	-2.9193395	-0.0132	10.324251	GADD45_ko__GLI_oe	GADD45_ko	GLI_oe	KO	OE	GADD45	GLI
DOUBLE	-0.0849353399999999	0.13819141	0.1516727	0.15816526	0.000199999999999999	-0.0341743499999999	GADD45_ko__GLUT1_ko	GADD45_ko	GLUT1_ko	KO	KO	GADD45	GLUT1
DOUBLE	0.0103249599999993	0.0346184599999999	0.1624407	0.2243644	-0.001	-0.15364614	GADD45_ko__GLUT1_oe	GADD45_ko	GLUT1_oe	KO	OE	GADD45	GLUT1
DOUBLE	0.06917916	0.0220176600000004	0.0467788000000002	0.1087566	0.000999999999999994	-0.0351879999999999	GADD45_ko__GSH_ko	GADD45_ko	GSH_ko	KO	KO	GADD45	GSH
DOUBLE	-0.02529548	0.19088927	0.0442971000000001	0.1061194	-0.0012	0.0942171000000003	GADD45_ko__GSH_oe	GADD45_ko	GSH_oe	KO	OE	GADD45	GSH
DOUBLE	0.0264972499999994	0.12052395	0.1110735	0.264226699999999	0.000399999999999998	-0.0959390999999998	GADD45_ko__GSK3_ko	GADD45_ko	GSK3_ko	KO	KO	GADD45	GSK3
DOUBLE	0.252978639999999	-3.17527292	-1.49093683	-2.92395092	0.0278	-0.3918744	GADD45_ko__GSK3_oe	GADD45_ko	GSK3_oe	KO	OE	GADD45	GSK3
DOUBLE	2.5543792	-0.25247652	0.0560922000000001	0.29126328	-0.0232	-0.1121651	GADD45_ko__HIF1_ko	GADD45_ko	HIF1_ko	KO	KO	GADD45	HIF1
DOUBLE	-4.014	1.1762165	-0.0419255999999997	-0.2799031	0.0294	0.00201700000000016	GADD45_ko__HIF1_oe	GADD45_ko	HIF1_oe	KO	OE	GADD45	HIF1
DOUBLE	-0.38906297	0.30251223	-0.0836182999999997	-0.1368375	-0.0052	0.3761215	GADD45_ko__HSPs_ko	GADD45_ko	HSPs_ko	KO	KO	GADD45	HSPs
DOUBLE	-0.321903766	1.36863214	1.1729077	2.0233946	0.0014	-0.18784286	GADD45_ko__HSPs_oe	GADD45_ko	HSPs_oe	KO	OE	GADD45	HSPs
DOUBLE	-0.0343937400000001	0.11877076	0.1766145	0.16295916	-0.0014	-0.0333879999999999	GADD45_ko__IDH1_ko	GADD45_ko	IDH1_ko	KO	KO	GADD45	IDH1
DOUBLE	-0.11874223	-0.0485979399999996	0.0735148000000003	0.15277487	0.00439999999999999	-0.15384614	GADD45_ko__IDH1_oe	GADD45_ko	IDH1_oe	KO	OE	GADD45	IDH1
DOUBLE	-0.0535856400000005	0.1539906	0.1727347	0.287541599999999	-0.0016	-0.0689759999999999	GADD45_ko__IKK_ko	GADD45_ko	IKK_ko	KO	KO	GADD45	IKK
DOUBLE	0.108955669999999	0.0668587	0.2057354	0.310549099999999	-0.00140000000000001	-0.0952170999999998	GADD45_ko__IKK_oe	GADD45_ko	IKK_oe	KO	OE	GADD45	IKK
DOUBLE	0.00675239999999988	0.0691956400000002	0.1567425	0.2215191	0.0034	-0.0182939999999999	GADD45_ko__JNK_ko	GADD45_ko	JNK_ko	KO	KO	GADD45	JNK
DOUBLE	-0.59397191	0.36263988	-0.26959397	-0.60978152	-0.024	1.6609795	GADD45_ko__JNK_oe	GADD45_ko	JNK_oe	KO	OE	GADD45	JNK
DOUBLE	-0.0514840900000002	0.15508993	0.2028291	0.122729219999999	-0.0014	-0.0574632399999999	GADD45_ko__JUN_ko	GADD45_ko	JUN_ko	KO	KO	GADD45	JUN
DOUBLE	-0.0765956299999999	0.2458119	0.0941243000000003	0.117331299999999	-0.0046	0.0842401000000002	GADD45_ko__JUN_oe	GADD45_ko	JUN_oe	KO	OE	GADD45	JUN
DOUBLE	-0.10012429	0.15285615	0.1479901	0.17814265	0.0066	-0.00099999999999989	GADD45_ko__Lactic_acid_ko	GADD45_ko	Lactic_acid_ko	KO	KO	GADD45	Lactic_acid
DOUBLE	-0.15732846	0.01004147	0.0818492000000002	0.0977898999999995	0.0058	-0.0773519999999999	GADD45_ko__Lactic_acid_oe	GADD45_ko	Lactic_acid_oe	KO	OE	GADD45	Lactic_acid
DOUBLE	-0.0308063600000001	0.2099099	0.1167523	0.067876	-0.001479	0.0783231	GADD45_ko__LDHA_ko	GADD45_ko	LDHA_ko	KO	KO	GADD45	LDHA
DOUBLE	-0.0926145800000002	0.18151361	0.1081943	0.2018979	-0.0032	0.0681761000000001	GADD45_ko__LDHA_oe	GADD45_ko	LDHA_oe	KO	OE	GADD45	LDHA
DOUBLE	0.0346861999999994	0.107839100000001	0.1551666	0.1455894	-0.0036	0	GADD45_ko__MAP3K1_3_ko	GADD45_ko	MAP3K1_3_ko	KO	KO	GADD45	MAP3K1_3
DOUBLE	-0.12392594	-0.62776758	0.1585144	0.19134767	0.0028	-1.005	GADD45_ko__MAP3K1_3_oe	GADD45_ko	MAP3K1_3_oe	KO	OE	GADD45	MAP3K1_3
DOUBLE	0.364006059999999	-0.78049033	0.0698085000000002	-0.20442334	0.000999999999999994	-0.65871962	GADD45_ko__MDM2_ko	GADD45_ko	MDM2_ko	KO	KO	GADD45	MDM2
DOUBLE	-1.2779998	0.69654873	-0.3434046	1.0000306	0.0072	0.3092924	GADD45_ko__MDM2_oe	GADD45_ko	MDM2_oe	KO	OE	GADD45	MDM2
DOUBLE	-0.13249452	0.09428489	0.1124192	0.2440859	0.0068	-0.14680866	GADD45_ko__MED12_ko	GADD45_ko	MED12_ko	KO	KO	GADD45	MED12
DOUBLE	0.1023719	-0.26954975	0.1782374	0.3060119	-0.0018	-0.48003245	GADD45_ko__MED12_oe	GADD45_ko	MED12_oe	KO	OE	GADD45	MED12
DOUBLE	-0.16693995	0.18708485	0.0655616000000001	0.0787422499999995	0.0036	0.0864701000000001	GADD45_ko__MEK1_2_ko	GADD45_ko	MEK1_2_ko	KO	KO	GADD45	MEK1_2
DOUBLE	-0.0928072000000002	0.2058466	0.0814329000000003	0.216793399999999	0	0.1109912	GADD45_ko__MEK1_2_oe	GADD45_ko	MEK1_2_oe	KO	OE	GADD45	MEK1_2
DOUBLE	-0.25157284	0.33379153	0.1508826	0.24343236	0.00219999999999999	0.2192016	GADD45_ko__mTORC1_ko	GADD45_ko	mTORC1_ko	KO	KO	GADD45	mTORC1
DOUBLE	0.16818655	0.11294875	0.2018191	0.206949349999999	-0.009	0.00300000000000011	GADD45_ko__mTORC1_oe	GADD45_ko	mTORC1_oe	KO	OE	GADD45	mTORC1
DOUBLE	-0.0225666000000002	0.06132954	0.1453477	0.1176656	-0.000600000000000003	-0.0598290599999999	GADD45_ko__mTORC2_ko	GADD45_ko	mTORC2_ko	KO	KO	GADD45	mTORC2
